Series ID,Year,Period,Value
CEU0000000001,2012,M04,133769
CEU0000000001,2012,M05,134582
CEU0000000001,2012,M06,134919
CEU0000000001,2012,M07,133702
CEU0000000001,2012,M08,134082
CEU0000000001,2012,M09,134708
CEU0000000001,2012,M10,135630
CEU0000000001,2012,M11,136014
CEU0000000001,2012,M12,135938
CEU0000000001,2013,M01,133074
CEU0000000001,2013,M02,134112
CEU0000000001,2013,M03,134917
CEU0000000001,2013,M04,135920
CEU0000000001,2013,M05,136809
CEU0000000001,2013,M06,137220
CEU0000000001,2013,M07,136072
CEU0000000001,2013,M08,136510
CEU0000000001,2013,M09,137120
CEU0000000001,2013,M10,138058
CEU0000000001,2013,M11,138581
CEU0000000001,2013,M12,138327
CEU0000000001,2014,M01,135516
CEU0000000001,2014,M02,136257
CEU0000000001,2014,M03,137214
CEU0000000001,2014,M04,138377
CEU0000000001,2014,M05,139297
CEU0000000001,2014,M06,139891
CEU0000000001,2014,M07,138841
CEU0000000001,2014,M08,139232
CEU0000000001,2014,M09,139919
CEU0000000001,2014,M10,141000
CEU0000000001,2014,M11,141478
CEU0000000001,2014,M12,141484
CEU0000000001,2015,M01,138671
CEU0000000001,2015,M02,139519
CEU0000000001,2015,M03,140298
CEU0000000001,2015,M04,141437
CEU0000000001,2015,M05,142365
CEU0000000001,2015,M06,142836
CEU0000000001,2015,M07,141872
CEU0000000001,2015,M08,142062
CEU0000000001,2015,M09,142587
CEU0000000001,2015,M10,143739
