Series ID,Year,Period,Value
CES0000000001,2014,M10,139840
CES0000000001,2014,M11,140263
CES0000000001,2014,M12,140592
CES0000000001,2015,M01,140793
CES0000000001,2015,M02,141059
CES0000000001,2015,M03,141178
CES0000000001,2015,M04,141365
CES0000000001,2015,M05,141625
CES0000000001,2015,M06,141870
CES0000000001,2015,M07,142093
CES0000000001,2015,M08,142229
CES0000000001,2015,M09,142371
